indice_a,indice_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,similitud_nombre,misma_direccion,mismo_telefono,status_a,status_b,decision
1701,1881,00-01-0795-46,00-01-7041-46,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.2,92.8,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
7119,7151,18-04-0200-46,18-04-0404-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,92.8,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7031,7038,18-02-0304-46,18-02-0330-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7031,7057,18-02-0304-46,18-02-0443-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7021,7031,18-02-0188-46,18-02-0304-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7022,7031,18-02-0191-46,18-02-0304-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7094,7112,18-04-0118-46,18-04-0185-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7094,7118,18-04-0118-46,18-04-0199-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7094,7119,18-04-0118-46,18-04-0200-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
6866,6912,18-01-0173-46,18-01-0317-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1642,2156,00-01-0692-46,00-01-9694-46,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.3,92.8,True,False,ABIERTA,CERRADA TEMPORALMENTE,Indeterminado: requiere revision manual
1642,1881,00-01-0692-46,00-01-7041-46,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.2,92.8,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
7118,7200,18-04-0199-46,18-04-0545-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA -INED-,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2983,3040,00-12-0139-46,00-12-8220-46,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO.2,92.8,True,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
2945,3040,00-12-0044-46,00-12-8220-46,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO.2,92.8,True,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
11042,11043,07-06-0093-46,07-06-0094-46,"INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA ""LA PAZ""",INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,92.8,False,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
2962,3040,00-12-0086-46,00-12-8220-46,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO.2,92.8,True,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
1642,2183,00-01-0692-46,00-01-9836-46,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.3,92.8,True,False,ABIERTA,CERRADA DEFINITIVAMENTE,Indeterminado: requiere revision manual
8007,8044,17-05-0168-46,17-05-0298-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA- INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4851,4885,01-08-0832-46,01-08-0914-46,LICEO CRISTIANO VERDAD LCV MIXCO,LICEO CRISTIANO VERDAD LCV SEDE MIXCO,92.8,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8006,8044,17-05-0167-46,17-05-0298-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA- INED-,92.8,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7593,7603,22-03-0029-46,22-03-2317-46,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",INSTITUTO TECNICO INDUSTRIAL 'HENRY FORD',92.7,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7591,7603,22-03-0026-46,22-03-2317-46,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",INSTITUTO TECNICO INDUSTRIAL 'HENRY FORD',92.7,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7598,7603,22-03-0037-46,22-03-2317-46,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",INSTITUTO TECNICO INDUSTRIAL 'HENRY FORD',92.7,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
7594,7603,22-03-0030-46,22-03-2317-46,"INSTITUTO TÉCNICO INDUSTRIAL ""HENRY FORD""",INSTITUTO TECNICO INDUSTRIAL 'HENRY FORD',92.7,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2554,2570,00-07-0108-46,00-07-0151-46,"CENTRO EDUCATIVO PRIVADO ""MONTE HOREB""","CENTRO EDUCATIVO PRIVADO MIXTO ""MONTE HOREB""",92.7,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2555,2570,00-07-0110-46,00-07-0151-46,"CENTRO EDUCATIVO PRIVADO ""MONTE HOREB""","CENTRO EDUCATIVO PRIVADO MIXTO ""MONTE HOREB""",92.7,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7913,7928,17-03-0002-46,17-03-0089-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7912,7980,17-03-0001-46,17-03-4112-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2975,3005,00-12-0119-46,00-12-0173-46,"PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA","PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA, SEDE 2",92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6103,6219,01-17-0046-46,01-17-0409-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7913,7980,17-03-0002-46,17-03-4112-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7924,7979,17-03-0079-46,17-03-4111-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4493,4521,01-05-0003-46,01-05-0147-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7924,7980,17-03-0079-46,17-03-4112-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7912,7928,17-03-0001-46,17-03-0089-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1775,1800,00-01-2759-46,00-01-2954-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DIEGUEZ OLAVERRI,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADO 'DIEGUEZ OLAVERRI',92.6,True,False,CERRADA TEMPORALMENTE,CERRADA DEFINITIVAMENTE,Indeterminado: requiere revision manual
491,511,15-01-0143-46,15-01-1480-46,INSTITUTO TECNICO EXPERIMENTAL DE FORMACIÓN INDUSTRIAL POR COOPERATIVA,INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA -ITEFIC-,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7924,7928,17-03-0079-46,17-03-0089-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11682,11687,08-05-0123-46,08-05-0304-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,CERRADA TEMPORALMENTE,TEMPORAL NOMBRAMIENTO,Probablemente distintos (direccion diferente): conservar ambos
8007,8059,17-05-0168-46,17-05-0332-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8006,8059,17-05-0167-46,17-05-0332-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9531,9538,11-07-0015-46,11-07-0064-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6104,6219,01-17-0048-46,01-17-0409-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9530,9538,11-07-0014-46,11-07-0064-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,92.6,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7924,7945,17-03-0079-46,17-03-0128-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7945,7976,17-03-0128-46,17-03-3992-46,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7928,7976,17-03-0089-46,17-03-3992-46,CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7912,7945,17-03-0001-46,17-03-0128-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,True,True,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7976,7980,17-03-3992-46,17-03-4112-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7912,7979,17-03-0001-46,17-03-4111-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7976,7979,17-03-3992-46,17-03-4111-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7913,7979,17-03-0002-46,17-03-4111-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7913,7945,17-03-0002-46,17-03-0128-46,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA EL SHADDAI,92.6,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9735,9737,03-02-0027-46,03-02-0030-46,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,92.5,False,True,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
9735,9769,03-02-0027-46,03-02-1427-46,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,92.5,False,False,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
7141,7170,18-04-0377-46,18-04-0448-46,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,92.5,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
7170,7212,18-04-0448-46,18-04-3275-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",92.5,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
7170,7183,18-04-0448-46,18-04-0483-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",92.5,True,False,ABIERTA,ABIERTA,Indeterminado: requiere revision manual
6840,6844,13-32-0050-46,13-32-7023-46,COLEGIO PARROQUIAL MONSEÑOR ANDRÉS GIRÓN,COLEGIO PARROQUIAL MONSE%OR ANDRES GIRON,92.5,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4275,4276,05-12-0019-46,05-12-0025-46,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA LIC. EVERADO ANTONIO GODOY DAVILA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA LIC. EVERARDO ANTONIO GODOY DAVILA,92.5,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7141,7171,18-04-0377-46,18-04-0449-46,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,92.5,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7171,7183,18-04-0449-46,18-04-0483-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",92.5,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7171,7212,18-04-0449-46,18-04-3275-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",92.5,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
7485,7528,22-01-0334-46,22-01-0412-46,"ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ""ECCO II""",ESCUELA EN CIENCIAS DE LA COMUNICACIÓN -ECCO-,92.5,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7486,7528,22-01-0335-46,22-01-0412-46,"ESCUELA EN CIENCIAS DE LA COMUNICACIÓN ""ECCO II""",ESCUELA EN CIENCIAS DE LA COMUNICACIÓN -ECCO-,92.5,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8032,8046,17-05-0257-46,17-05-0301-46,COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- EL INNOVADOR,"COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- ""EL INNOVADOR""",92.5,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4815,5042,01-08-0745-46,01-08-7481-46,"LICEO MIXTO BILINGÜE ""MILENIO AMERICANO""",LICEO MIXTO BILINGUE 'MILENIO AMERICANO',92.5,False,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
7266,7270,21-01-0112-46,21-01-0251-46,"INSTITUTO PRIVADO DE EDUCACION MEDIA ""DR. JUAN JOSE AREVALO BERMEJO""",INSTITUTO PRIVADO DE EDUCACION MEDIA DR. JUAN JOSE AREVALO BERMEJO,92.5,False,True,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
8046,8064,17-05-0301-46,17-05-0342-46,"COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- ""EL INNOVADOR""",COLEGIO MIXTO DE EDUCACIÓN MEDIA -CMEM- EL INNOVADOR,92.5,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
2585,2586,00-07-0200-46,00-07-0201-46,"COLEGIO BILINGÜE CRISTIANO ""EL ÁRBOL DEL CONOCIMIENTO""",COLEGIO BILINGÜE CRISTIANO EL ÁRBOL DEL CONOCIMIENTO,92.5,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1344,1739,00-01-0194-46,00-01-0866-46,CENTRO DE ESTUDIOS EN CIENCIAS DE LA COMUNICACIÓN (CESCO),CENTRO DE ESTUDIOS EN CIENCIAS DE LA COMUNICACIÓN,92.5,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
9737,9738,03-02-0030-46,03-02-0047-46,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,92.5,False,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
9738,9769,03-02-0047-46,03-02-1427-46,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,92.5,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
3099,3137,00-13-0066-46,00-13-9463-46,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA","ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA",92.4,True,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Indeterminado: requiere revision manual
3104,3137,00-13-0083-46,00-13-9463-46,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA","ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA",92.4,True,False,ABIERTA,CERRADA DEFINITIVAMENTE,Indeterminado: requiere revision manual
11525,11547,10-17-0017-46,10-17-2470-46,"INSTITUTO NORMAL PRIVADO MIXTO ""PROF.JORGE RABBI MATUL GARCIA""",INSTITUTO NORMAL PRIVADO MIXTO 'JORGE RABBI MATUL GARCIA',92.4,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
3537,3553,02-03-0128-46,02-03-0167-46,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3522,3537,02-03-0022-46,02-03-0128-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9307,9374,11-01-0340-46,11-01-0507-46,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,COLEGIO EVANGELICO MIXTO PALABRA VIVA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3523,3537,02-03-0023-46,02-03-0128-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3521,3537,02-03-0021-46,02-03-0128-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9305,9374,11-01-0327-46,11-01-0507-46,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,COLEGIO EVANGELICO MIXTO PALABRA VIVA,92.3,False,True,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
3570,3572,02-05-0008-46,02-05-0017-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
9306,9374,11-01-0338-46,11-01-0507-46,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,COLEGIO EVANGELICO MIXTO PALABRA VIVA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7367,7371,21-03-0010-46,21-03-0032-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1943,1969,00-01-7597-46,00-01-7863-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,CENTRO TECNOLOGICO EN COMPUTACION LA MERCED,92.3,False,True,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
